Homogeneity,Completeness,V-measure,Rand index,ARI,MI,NMI,AMI,Date,Time,LCSS_EPS,LCSS_FLIP,CHAINING_INFLOW_HR_DIFF_THRESHOLD,CHAINING_HR_DIFF_THRESHOLD,HL_SP_START_TIME,HL_SP_END_TIME,HL_EP_START_TIME,HL_EP_END_TIME,RANDOMIZED_SIMULTANEOUS_SEARCH_ITERATIONS,SIM_THRESH_FOR_NO_MATCH_TRIPS
0.9999999999999999,0.1821545929075144,0.30817389536085016,0.5335640138408304,0.005245153863516691,0.962745028507702,0.30817389536085016,0.08097121726440984,2023-03-06,13:20:32,200,True,4,8,6:00,10:00,18:00,0:00,200,0.3
0.9742684642849114,0.4135178461036586,0.5806043680673187,0.6970767211549934,0.36778309845181434,0.9379721204221323,0.5806043680673187,0.5410368543268514,2023-03-06,13:20:32,200,True,4,8,6:00,10:00,18:00,0:00,200,0.3
0.9503868286580135,0.421711195203279,0.5841984442058218,0.7018971483116573,0.37843948210501066,0.9149801944497038,0.5841984442058217,0.550503943023582,2023-03-06,13:20:32,200,True,4,8,6:00,10:00,18:00,0:00,200,0.3
0.9999999999999999,0.1821545929075144,0.30817389536085016,0.5335640138408304,0.005245153863516691,0.962745028507702,0.30817389536085016,0.08097121726440984,0.041379310344827586,2023-03-06,13:33:45,200,True,4,8,6:00,10:00,18:00,0:00,200,0.3
0.9742684642849114,0.4135178461036586,0.5806043680673187,0.6970767211549934,0.36778309845181434,0.9379721204221323,0.5806043680673187,0.5410368543268514,0.5379310344827586,2023-03-06,13:33:45,200,True,4,8,6:00,10:00,18:00,0:00,200,0.3
0.9503868286580135,0.421711195203279,0.5841984442058218,0.7018971483116573,0.37843948210501066,0.9149801944497038,0.5841984442058217,0.550503943023582,0.5517241379310345,2023-03-06,13:33:45,200,True,4,8,6:00,10:00,18:00,0:00,200,0.3
